"","ID","Category","Unit","Rubric","Translation","Question","Choices","Solution","Image","Tags"
"610","611","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","누군가에게 물고기 한 마리를 줘라 / 그러면 당신은 그를 하루 동안 먹여 살리는 것이다. // 누군가에게 물고기 잡는 법을 가르쳐라 / 그러면 당신은 그를 평생 동안 먹여 살리는 것이다.","{{c1::Give a man a fish and you feed him for a day; teach a man to fish and you feed him for a lifetime.}}","give a man a fish and you feed him for a day; teach a man to fish and you feed him for a lifetime","","",""
"611","612","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","갈등은 언제나 힘들다, // 그렇지만 그것은 때때로 성장과 변화로 이어진다 / 조직에서.","{{c1::Conflict is always difficult, but it sometimes leads to growth and change in organizations.}}","conflict is always difficult, but it sometimes leads to growth and change in organizations","","",""
"612","613","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","점은 (소문자 ‘i’ 또는 ‘j’ 위에 있는) / ‘티틀’이라고 알려져 있다.","{{c1::The dot over the lower case “i” or “j” is known as a “tittle”.}}","the dot over the lower case “i” or “j” is known as a “tittle”","","",""
"613","614","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","고통은 당신을 파괴할 수 있다, // 아니면 그것은 당신의 진정한 잠재력을 보여줄 수 있다.","{{c1::Suffering can destroy you, or it can show your true potential.}}","suffering can destroy you, or it can show your true potential","","",""
"614","615","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","한꺼번에 너무 많이 하려고 하지 마라, // 안 그러면 너는 네 자신을 지치게 할 것이다.","{{c1::Don’t try to do too much at once, or you will tire yourself out.}}","don’t try to do too much at once, or you will tire yourself out","","",""
"615","616","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","한 번에 한 가지 일에 집중하라, // 그러면 각각의 일을 해낼 수 있을 것이다 / 더 잘, 그리고 아마도 더 빠르게.","{{c1::Focus on one task at a time, and you’ll accomplish each task better, and probably faster.}}","focus on one task at a time, and you’ll accomplish each task better, and probably faster","","",""
"616","617","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","친구를 얻으려고 애써라, // 왜냐하면 삶은 (친구가 없는) / 삶과 같기 때문이다 (무인도에서의).","{{c1::Strive to have friends, for life without friends is like life on a desert island.}}","strive to have friends, for life without friends is like life on a desert island","","",""
"617","618","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","나는 폭풍우가 두렵지 않다, // 왜냐하면 나는 배우고 있기 때문이다 / 내 배를 조종하는 법을.","{{c1::I am not afraid of storms, for I am learning how to sail my ship.}}","I am not afraid of storms, for I am learning how to sail my ship","","",""
"618","619","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","나는 어떤 일도 결코 우연히 하지 않았고, // 어느 것도 ~하지 않았다 (내 발명품 중) / 우연히 나오지 (않았다).","{{c1::I never did anything by accident, nor did any of my inventions come by accident.}}","I never did anything by accident, nor did any of my inventions come by accident","","",""
"619","620","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","나무는 하늘에서 자랄 수 없고, // 구름은 깊은 바다에 있을 수 없으며, // 물고기는 들판에서 살 수 없다.","{{c1::Trees cannot grow in the sky, nor clouds be in the deep sea, nor fish live in the fields.}}","trees cannot grow in the sky, nor clouds be in the deep sea, nor fish live in the fields","","",""
"620","621","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","(~은) 이상하지만 사실이다 // 때때로 / 흑백 사진이 / 더 좋아 보일 수 있다는 것은 / 컬러 사 진보다.","{{c1::It’s strange yet true that sometimes black-and-white photos can look better than color photos.}}","it’s strange yet true that sometimes black-and-white photos can look better than color photos","","",""
"621","622","CHAPTER 11 등위절과 병렬구조","UNIT 60 등위접속사 and / but / or / for / nor / yet","문장을 완성하라.","연예인들의 명성은 그들의 가장 소중한 자산이다, // 그럼에도 불구하고 그것들은 하룻밤 사이 에 쌓이거나 무너질 수 있다.","{{c1::Celebrities’ reputations are their most valuable asset, yet they can be built or destroyed overnight.}}","celebrities’ reputations are their most valuable asset, yet they can be built or destroyed overnight","","",""
"622","623","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","(몸을) 너무 움직이지 않는 것은 (~에) 이르게 할 수도 있다/ 좋지 않은 신체 상태, 근육 약화, 체중 증가, 그리고 우울증에.","{{c1::Too much inactivity can lead to bad physical condition, muscle weakness, weight gain, and depression.}}","too much inactivity can lead to bad physical condition, muscle weakness, weight gain, and depression","","",""
"623","624","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","다른 사람들과 명확하게 의사소통하기 위해, / 용기를 가져라 (질문을 할 / 그리고 당신이 정말 로 무엇을 원하는지 표현할).","{{c1::To communicate clearly with others, have the courage to ask questions and express what you really want.}}","to communicate clearly with others, have the courage to ask questions and express what you really want","","",""
"624","625","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","교사들은 역할을 한다 (지식을 전달하는 / 그리고 학생들이 계속 동기부여 받을 수 있게 하는).","{{c1::Teachers play the role of transmitting knowledge and keeping students always motivated.}}","teachers play the role of transmitting knowledge and keeping students always motivated","","",""
"625","626","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","지방은 필수적이다 / 우리의 신체 장기를 충격으로부터 보호하는 데 / 그리고 체온을 유지하는 데.","{{c1::Fat is vital for protecting our body’s organs against shock and for maintaining body temperature.}}","fat is vital for protecting our body’s organs against shock and for maintaining body temperature","","",""
"626","627","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","성공적인 팀은 / 그룹이다 (많은 손(=사람)이 있는 / 그러나 한 마음인).","{{c1::A successful team is a group of many hands but of one mind.}}","a successful team is a group of many hands but of one mind","","",""
"627","628","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","만약 당신이 한 번도 두렵거나 당혹스럽거나 상처 입은 일이 없다면, // 그것은 의미한다 / 당 신은 결코 아무런 위험도 감수하지 않는다는 것을.","{{c1::If you’re never scared or embarrassed or hurt, it means you never take any chances.}}","if you’re never scared or embarrassed or hurt, it means you never take any chances","","",""
"628","629","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","신호와 증상은 (번아웃의) / 처음에는 감지하기 힘들다, / 그러나 더 악화된다 // 시간이 지남 에 따라.","{{c1::The signs and symptoms of burnout are subtle at first, but become worse as time goes on.}}","the signs and symptoms of burnout are subtle at first, but become worse as time goes on","","",""
"629","630","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","책은 우리가 아는 것에 보탤 수 있고, / 우리의 어휘를 확장시킬 수 있고, / 우리의 성격을 강 인하게 만들 수 있고, / 다른 많은 것들을 할 수 있다 [은과 금(=돈)이 할 수 없는].","{{c1::Books can add to what we know, widen our vocabulary, make our character strong, and do many other things that silver and gold cannot do.}}","books can add to what we know, widen our vocabulary, make our character strong, and do many other things that silver and gold cannot do","","",""
"630","631","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","행복은 ~이다 // 네가 생각하는 것, / 네가 말하는 것, / 그리고 네가 행하는 것이 / 조화를 이 룰 때.","{{c1::Happiness is when what you think, what you say, and what you do are in harmony.}}","happiness is when what you think, what you say, and what you do are in harmony","","",""
"631","632","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","필기는 (~에) 달려 있다 / 사람의 역량에 (내용을 이해하는 / 그리고 그것을 기억에 담아두는 / 그것을 적을 만큼 충분히 오래).","{{c1::Note taking depends on one’s ability to understand the content and (to) hold it in memory long enough to write it down.}}","note taking depends on one’s ability to understand the content and (to) hold it in memory long enough to write it down","","",""
"632","633","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","당신의 의사가 약을 처방한다면 / 당신의 차트를 확인하지 않고 / 또는 올바른 질문을 하지 (않고), // 심각한 실수가 발생할 수 있다.","{{c1::When your doctor prescribes medication without checking your chart or asking the right questions, critical mistakes can happen.}}","when your doctor prescribes medication without checking your chart or asking the right questions, critical mistakes can happen","","",""
"633","634","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","당신이 갖고 있지 않은 것에 대해 생각하는 것을 멈춰라 // 그리고 스스로 해결책을 찾아라!","{{c1::Stop thinking about what you don’t have and find a solution yourself!}}","stop thinking about what you don’t have and find a solution yourself!","","",""
"634","635","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","여러분의 뇌는 80%가 액체이다 // 그래서 수분이 필수적이다 / 여러분의 뇌를 유지하는 데 / 최상의 상태로.","{{c1::Your brain is 80% liquid and water is vital to keeping your brain in tip-top condition.}}","your brain is 80% liquid and water is vital to keeping your brain in tip-top condition","","",""
"635","636","CHAPTER 11 등위절과 병렬구조","UNIT 61 병렬구조","문장을 완성하라.","고백하건데 / 나는 이유를 모르겠다, // 하지만 별을 바라보는 것은 / 항상 내가 꿈꾸게 만든다.","{{c1::I confess I do not know why, but looking at the stars always makes me dream.}}","I confess I do not know why, but looking at the stars always makes me dream","","",""
"636","637","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","파가니니는 유명했다 / 그의 전문적인 기교로 (바이올린을 연주하는 것 / 그리고 음악을 작곡 하는 것 둘 다에서의).","{{c1::Paganini was famous for his technical skill in both playing violin and composing music.}}","paganini was famous for his technical skill in both playing violin and composing music","","",""
"637","638","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","당신은 선택할 수 있다 / 당신의 삶에 대해 부정적인 태도를 갖는 것과 / 대신 행복해지는 것 중 하나를.","{{c1::You can choose either to have a negative attitude towards your life or to be happy instead.}}","you can choose either to have a negative attitude towards your life or to be happy instead","","",""
"638","639","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","에너지는 생성되지도 파괴되지도 않는다. 그것은 그저 모양을 바꿀 뿐이다.","{{c1::Energy is neither created nor destroyed. It just changes shape.}}","energy is neither created nor destroyed It just changes shape","","",""
"639","640","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","행동을 결정하는 것은 ~에 달려 있다 // 우리가 할 수 있는 것과 / 그리고 우리가 해야 하는 것 둘 다에.","{{c1::Choosing an action depends on both what we can do and what we should do.}}","choosing an action depends on both what we can do and what we should do","","",""
"640","641","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","무언가를 써라 (읽을 가치가 있는) // 또는 무언가를 행하라 (쓸 가치가 있는).","{{c1::Either write something worth reading or do something worth writing.}}","either write something worth reading or do something worth writing","","",""
"641","642","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","기술은 좋지도 나쁘지도 않다. // 바로 당신이 그것을 가지고 무엇을 하는지이다 / 차이를 만 드는 것은.","{{c1::Technology is neither good nor bad — it’s what you do with it that makes the difference.}}","technology is neither good nor bad — it’s what you do with it that makes the difference","","",""
"642","643","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","항생 물질은 박테리아를 죽이거나 / 또는 그것이 증식하는 것을 막는다.","{{c1::Antibiotics either kill bacteria or stop them from growing.}}","antibiotics either kill bacteria or stop them from growing","","",""
"643","644","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","우리가 패배할 때, // 우리는 슬픔과 분노를 보여서는 안 되며, / 승자를 축하해 주어야 한다.","{{c1::When we lose, we must not show our grief and anger, but congratulate the winner.}}","when we lose, we must not show our grief and anger, but congratulate the winner","","",""
"644","645","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","인생의 각 단계는 ~이다 / 그 자체로서 완벽한 삶일 뿐만 아니라 / 다음 단계를 위한 준비.","{{c1::Each stage of life is not only a complete life in itself but also preparation for the next.}}","each stage of life is not only a complete life in itself but also preparation for the next","","",""
"645","646","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","우리의 두뇌는 프로그램화되어 있다 / 최상의 상태에서 기능하도록, // 그것(=두뇌)이 부정적일 때가 아니라, / 그것이 긍정적일 때.","{{c1::Our brains are programmed to perform at their best, not when they are negative, but when they are positive.}}","our brains are programmed to perform at their best, not when they are negative, but when they are positive","","",""
"646","647","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","만화를 읽는 것은 가치가 있다, // 그것(=만화)이 여러분을 웃게 만들 것이기 때문일 뿐만 아니 라 / 그것이 삶의 지혜를 담고 있기 때문에.","{{c1::Reading comics is worthwhile, not just because they will make you laugh but because they contain the wisdom of life.}}","reading comics is worthwhile, not just because they will make you laugh but because they contain the wisdom of life","","",""
"647","648","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","시트러스 향은 (오렌지와 같은) / 긍정적인 화학 반응도 끌어낸다 / 당신의 두뇌에 / 스트레스 를 줄이는 작용을 할 뿐만 아니라.","{{c1::Citrus scents such as orange bring out positive chemical reactions in your brain as well as work to ease stress.}}","citrus scents such as orange bring out positive chemical reactions in your brain as well as work to ease stress","","",""
"648","649","CHAPTER 11 등위절과 병렬구조","UNIT 62 both A and B 등","문장을 완성하라.","읽는 것은 단지 문자를 해독하는 것뿐만 아니라 / 자신만의 발상도 생각해내는 것이다.","{{c1::Reading is not just decoding the letters but coming up with your own ideas.}}","reading is not just decoding the letters but coming up with your own ideas","","",""
"649","650","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","말하는 것과 행하는 것은 완전 별개의 것이다.","{{c1::Saying is one thing, doing is another.}}","saying is one thing, doing is another","","",""
"650","651","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","부귀함보다 지식을 원하라, // 왜냐하면 후자(=부귀함)는 일시적이고, / 전자(=지식)는 영원하기 때문이다. [당신을 바꾸는].","{{c1::Prefer knowledge to wealth, for the one is transitory, the other perpetual.}}","prefer knowledge to wealth, for the one is transitory, the other perpetual","","",""
"651","652","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","사자는 하이에나의 주된 적이다 // 비록 전자(=사자)는 보통 후자(=하이에나)를 먹지 않을지라 도.","{{c1::Lions are hyenas’ primary foe even though the former usually don’t eat the latter.}}","lions are hyenas’ primary foe even though the former usually don’t eat the latter","","",""
"652","653","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","우리는 생각하곤 했다 // 혁명이 변화의 원인이라고. 사실은 / 그 반대이다. (=변화가 혁명을 위한 토대를 마련해준다.)","{{c1::We used to think that revolutions are the cause of change. Actually it is the other way around.}}","we used to think that revolutions are the cause of change Actually it is the other way around","","",""
"653","654","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","DIY 가구를 만드는 것은 / 당신이 돈을 절약하게 해줄 수 있다 // 하지만 또 다른 면은 ~이다 / 그것이 시간, 기술 그리고 노력을 필요로 한다는 것.","{{c1::Building DIY furniture can save you money, but the other side of the coin is that it requires time, skill and effort.}}","building DIY furniture can save you money, but the other side of the coin is that it requires time, skill and effort","","",""
"654","655","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","사람은 (불안 장애를 갖고 있는) / 또한 우울증으로 고통받을지도 모른다, / 혹은 그 반대도 마 찬가지이다.","{{c1::Someone with an anxiety disorder may also suffer from depression, or vice versa.}}","someone with an anxiety disorder may also suffer from depression, or vice versa","","",""
"655","656","CHAPTER 11 등위절과 병렬구조","UNIT 63 one / another / the other가 만드는 표현","문장을 완성하라.","아는 것과 가르치는 것은 완전 별개의 것이다.","{{c1::To know is one thing, to teach is another.}}","to know is one thing, to teach is another","","",""
"656","657","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","모든 팀은 리더를 필요로 한다 [다른 이들에게 동기를 부여하는].","{{c1::Every team needs a leader who motivates others.}}","every team / needs / a leader / who / motivates / others","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"657","658","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","아이들은 [정크 푸드를 주기적으로 먹는] / 건강에 좋은 음식을 먹고 싶어 하지 않는다.","{{c1::Kids who eat junk food regularly are not hungry for healthy food.}}","kids / who / eat / junk food regularly / are / not / hungry / for / healthy food","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"658","659","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","최고의 등장인물은 (그 영화의) / 악당이다 [그의 목적이 세계를 파괴하는 것인].","{{c1::The best character of the film is a villain whose aim is to destroy the world.}}","the best character / of / the film / is / a villain / whose / aim / is / to / destroy / the world","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"659","660","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","미래는 사람들의 것이다 [자신들의 꿈의 아름다움을 믿는].","{{c1::The future belongs to those who believe in the beauty of their dreams.}}","the future / belongs / to / those / who / believe in / the beauty of their dreams","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"660","661","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","아스피린은 하나다 (약 중에) [의사의 처방전을 필요로 하지 않는 / 그것들의 사용을 위해].","{{c1::Aspirin is one of the drugs which don’t require a doctor’s prescription for their use.}}","aspirin / is / one of the drugs / which / don’t require / a doctor’s prescription / for / their use","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"661","662","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","그들은 좋은 이웃이다 [행복하게 사는 / 나란히 있는 집에서].","{{c1::They are good neighbors that live happily in houses next to each other.}}","they / are / good neighbors / that / live happily / in houses / next to / each other","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"662","663","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","날마다 / 무언가를 하라 [당신을 데려다줄 / 더 나은 내일로 더 가까이].","{{c1::Every day do something that will bring you closer to a better tomorrow.}}","every day / do / something / that / will bring / you / closer / to / a better tomorrow","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"663","664","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","보고서를 쓸 때, / 당신은 문장을 쓰지 말아야 한다 [그것의 의미가 불분명한].","{{c1::When writing a report, you should not use a sentence whose meaning is unclear.}}","when / writing / a report / you / should not / use / a sentence / whose / meaning / is / unclear","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"664","665","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","멘토는 누군가이다 [그의 일이나 삶이 존경받는, / 그리고 다른 이들에게 좋은 지도자인].","{{c1::A mentor is someone whose work or life is admired, and who is a good guide to others.}}","a mentor / is / someone / whose / work or life / is / admired / and / who / is / a good guide to others","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"665","666","CHAPTER 12 관계사절","UNIT 64 주격 / 소유격 관계대명사","문장을 완성하라.","사람들은 [그들의 식단이 비타민을 다량 함유하고 있는] / 몇몇 종류의 암에 걸릴 가능성이 더 낮다.","{{c1::People whose diets are rich in vitamins are less likely to develop some types of cancer.}}","people / whose / diets / are / rich / in vitamins / are / less likely to / develop / some types of cancer","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_64_주격_소유격_관계대명사"
"666","667","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","누군가를 판단하지 마라 [당신이 완전히 알지도 못하는].","{{c1::Never judge someone whom you don’t even fully know.}}","never / judge / someone / whom / you / don’t even fully know","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"667","668","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","나는 몇몇 친구가 있다 [내가 오랫동안 보지 못한 / 그리고 내가 간절히 만나고 싶어 하는].","{{c1::I have some friends who I haven’t seen for a long time and who I am eager to meet.}}","I / have / some friends / who / I / haven’t / seen / for a long time / and / who / I / am eager to meet","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"668","669","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","모든 아이들은 안전한 공간을 필요로 한다 [그들이 자라나고 성장할 수 있는].","{{c1::All children need a safe space in which they can grow and develop.}}","all children / need / a safe space / in / which / they / can / grow and develop","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"669","670","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","개들은 (공항에서 일하는) / 냄새로 물건들을 찾아낸다 [사람들이 들여오지 않기로 되어 있는].","{{c1::Dogs working at airports sniff out things which people are not supposed to bring in.}}","dogs / working / at airports / sniff out / things / which / people / are not supposed to / bring in","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"670","671","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","사람들이 사람들이나 물건들을 마주칠 때 [그들이 좋아하는], // (눈을) 깜박이는 비율이 증가한 다.","{{c1::When people encounter people or things that they like, the rate of blinking increases.}}","when / people / encounter / people or things / that / they / like / the rate of blinking / increases","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"671","672","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","친구는 사람이다 [내가 진실할 수 있는]. 그 앞에서, / 나는 생각을 입 밖에 낼 수 있다.","{{c1::A friend is a person with whom I may be sincere. Before him, I may think aloud.}}","a friend / is / a person / with / whom / I / may be / sincere / before him / I / may / think / aloud","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"672","673","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","사람들을 너의 삶에 두어라 [네가 말할 수 있는 / 일상에서의 분투에 대해].","{{c1::Have people in your life who you can talk to about your daily struggles.}}","have / people / in your life / who / you / can / talk to / about / your daily struggles","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"673","674","CHAPTER 12 관계사절","UNIT 65 목적격 관계대명사","문장을 완성하라.","간단한 어휘들을 써라 [당신의 독자들이 이해할], / 그리고 어휘들을 쓰지 마라 [그들이 찾아봐 야 할].","{{c1::Use simple words which your readers will understand, and not words which they will have to look up.}}","use / simple words / which / your readers / will understand / and / not words / which / they / will / have to / look up","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_65_목적격_관계대명사"
"674","675","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","때가 있다 [누구나 혼자 있고 싶어 하는].","{{c1::There are times when everyone wants to be alone.}}","there / are / times / when / everyone / wants / to be / alone","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"675","676","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","‘브레인페이드’는 짧은 시간이다 [당신의 의식이 텅 비어있는, / 또는 무언가를 기억할 수 없는].","{{c1::“Brain fade” is a short time when your mind goes blank, or cannot remember something.}}","“brain fade” / is / a short time / when / your mind / goes blank / or / cannot / remember / something","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"676","677","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","내 아이들은 나라에서 살 것이다 [그들이 판단 받지 않을 / 그들의 피부색에 의해].","{{c1::My children will live in a nation where they will not be judged by the color of their skin.}}","my children / will / live in / a nation / where / they / will not / be judged / by / the color of their skin","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"677","678","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","흔치 않은 경우가 있다 [곡물 가공품이 알레르기 반응을 일으킬 수 있는].","{{c1::There are uncommon cases where grain products can cause an allergic reaction.}}","there are / uncommon cases / where / grain products / can / cause / an allergic reaction","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"678","679","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","당뇨병은 상태이다 [신체가 조절할 수 없는 / 당의 양을 (혈액 속의)].","{{c1::Diabetes is a condition that the body can’t control the amount of sugar in the blood.}}","diabetes / is / a condition / that / the body / can’t control / the amount of sugar / in the blood","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"679","680","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","이유는 [사람들이 성공을 얻지 못하는] / ~이다 // 그것이 힘든 일로 위장해 있는 것.","{{c1::The reason why people do not obtain success is that it is disguised as hard work.}}","the reason / why / people / do not obtain / success / is / that / it / is disguised / as / hard work","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"680","681","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","하나는 (이유들 중) [사람들이 (다른 나라에서 온) / 서로의 농담을 이해하지 못하는] / 문화 차 이다.","{{c1::One of the reasons that people from different countries can’t understand each other’s jokes is cultural differences.}}","one of the reasons / that / people / from different countries / can’t understand / each other’s jokes / is / cultural differences","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"681","682","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","고정관념은 절대 영향을 미쳐선 안 된다 // 우리가 다른 것[사람]을 다루거나 대우하는 방식에","{{c1::Stereotypes should never influence how we deal with or treat others.}}","stereotypes / should / never / influence / how / we / deal with or treat / others","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"682","683","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","유일한 방법은 [젊은 사람들이 배울 수 있는] / 그들 스스로 실수를 하는 것이다.","{{c1::The only way that young people can learn is to make their own mistakes.}}","the only way / that / young people / can learn / is / to / make / their own mistakes","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"683","684","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","현재는 유일한 순간이다 [당신이 행동을 할 수 있는].","{{c1::The present is the only moment when you can take action.}}","the present / is / the only moment / when / you / can / take / action","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
"684","685","CHAPTER 12 관계사절","UNIT 66 관계부사","문장을 완성하라.","교육은 강력한 무기이다 [당신이 사용할 수 있는 / 세상을 변화시키기 위해].","{{c1::Education is a powerful weapon which you can use to change the world.}}","education / is / a powerful weapon / which / you / can / use / to / change the world","","","천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사"
